Address,SubArea,Price,DaysOnMarket,Bedrooms,Bathrooms,FloorArea,YearBuilt,Age,Locker,Parking,MaintenanceFees,SalePricePerSquareFoot,List Price,Sold Price,Sold Date,View,VwSpecify,ValueOfView,ValueOfSubArea,Sold Timestamp
201 933 HORNBY STREET,VVWDT,316000,63.0,0.0,1.0,468.0,2005.0,9,1.0,0.0,1.79,6.7521,32.4999,31.6,2014-05-12,No,,-1.0,2.0,1399852800.0
501 989 NELSON STREET,VVWDT,316000,96.0,1.0,1.0,617.0,1996.0,17,1.0,0.0,3.35,5.1216,31.99,31.6,2014-01-15,,,0.0,2.0,1389744000.0
808 1010 HOWE STREET,VVWDT,316000,56.0,1.0,1.0,581.0,1982.0,32,1.0,1.0,2.7999,5.4389,32.99,31.6,2014-03-06,Yes,URBAN CITY VIEWS,2.0,2.0,1394064000.0
102 1350 COMOX STREET,VVWWE,317000,21.0,1.0,1.0,603.0,1982.0,32,1.0,1.0,1.8628,5.257000000000001,31.99,31.7,2014-01-27,Yes,INNER GATED GARDEN COURTYARD,1.0,3.0,1390780800.0
908 1010 HOWE STREET,VVWDT,318000,43.0,1.0,1.0,585.0,1982.0,32,0.0,1.0,2.79,5.4359,32.9,31.8,2014-05-28,Yes,YALETOWN - FALSE CREEK - CITY,2.0,2.0,1401235200.0
501 1177 HORNBY STREET,VVWDT,318000,28.0,1.0,1.0,626.0,1995.0,19,1.0,1.0,2.9444999999999997,5.0799,31.9,31.8,2014-02-13,,,0.0,2.0,1392249600.0
308 1177 HORNBY STREET,VVWDT,319000,13.0,1.0,1.0,651.0,1995.0,19,0.0,1.0,3.0608999999999997,4.9002,32.9,31.9,2014-03-31,Yes,CITY VIEW,2.0,2.0,1396224000.0
703 66 W CORDOVA STREET,VVWDT,320000,97.0,1.0,1.0,524.0,2012.0,1,1.0,0.0,1.921,6.1069,33.5,32.0,2014-03-03,Yes,CITY,2.0,2.0,1393804800.0
2001 939 EXPO BOULEVARD,VVWYA,320000,8.0,0.0,1.0,460.0,2005.0,9,0.0,1.0,2.3369,6.9565,32.6,32.0,2014-05-06,Yes,FALSE CREEK,1.0,4.0,1399334400.0
1903 789 DRAKE STREET,VVWDT,320000,38.0,1.0,1.0,639.0,1990.0,24,0.0,0.0,3.1438,5.0078,32.9,32.0,2014-04-10,Yes,"CITY, OCEAN, MOUNTAIN",2.0,2.0,1397088000.0
1907 1166 MELVILLE STREET,VVWCB,320000,6.0,1.0,1.0,561.0,1997.0,17,1.0,1.0,2.2181,5.7040999999999995,31.9,32.0,2014-05-06,,,0.0,1.0,1399334400.0
403 969 RICHARDS STREET,VVWDT,320000,2.0,1.0,1.0,427.0,2002.0,12,1.0,1.0,1.6433000000000002,7.4940999999999995,32.9,32.0,2014-01-26,Yes,CITY,2.0,2.0,1390694400.0
2506 1323 HOMER STREET,VVWYA,320500,10.0,0.0,1.0,457.0,1992.0,22,0.0,0.0,1.91,7.0131,33.38,32.05,2014-06-09,Yes,SOUTH AND DT,1.0,4.0,1402272000.0
906 501 PACIFIC STREET,VVWDT,323000,33.0,1.0,1.0,490.0,2000.0,14,1.0,1.0,2.463,6.591799999999999,33.9,32.3,2014-05-12,Yes,PARTIAL VIEW OF ENGLISH BAY,1.0,2.0,1399852800.0
903 989 NELSON STREET,VVWDT,323000,1.0,1.0,1.0,502.0,1995.0,19,1.0,0.0,2.78,6.4342999999999995,31.88,32.3,2014-03-04,Yes,SOUTH CITY VIEW,2.0,2.0,1393891200.0
801 1177 HORNBY STREET,VVWDT,323500,33.0,1.0,1.0,642.0,1995.0,19,1.0,1.0,2.9444999999999997,5.0389,32.9,32.35,2014-06-17,Yes,CITY VIEW,2.0,2.0,1402963200.0
205 1270 ROBSON STREET,VVWWE,323500,17.0,1.0,1.0,572.0,1980.0,34,1.0,0.0,2.1096,5.6556,32.49,32.35,2014-05-13,No,,-1.0,3.0,1399939200.0
506 989 NELSON STREET,VVWDT,323800,2.0,1.0,1.0,494.0,1995.0,19,1.0,0.0,2.9242000000000004,6.5547,32.38,32.38,2014-04-04,Yes,FOUNTAINS,1.0,2.0,1396569600.0
1012 610 GRANVILLE STREET,VVWDT,324000,26.0,0.0,1.0,419.0,2006.0,8,0.0,0.0,1.8,7.7326999999999995,32.99,32.4,2014-01-29,Yes,CITY VIEW,2.0,2.0,1390953600.0
907 888 PACIFIC STREET,VVWYA,324000,19.0,0.0,1.0,529.0,1994.0,20,1.0,1.0,2.4234,6.1248000000000005,33.4,32.4,2014-02-04,Yes,ENGLISH BAY,1.0,4.0,1391472000.0
707 1010 HOWE STREET,VVWDT,325000,13.0,1.0,1.0,531.0,1982.0,32,1.0,1.0,2.65,6.1205,33.49,32.5,2014-01-19,Yes,CITY OUTLOOK,2.0,2.0,1390089600.0
310 1189 HOWE STREET,VVWDT,325000,81.0,1.0,1.0,607.0,1999.0,15,0.0,1.0,2.97,5.3542,32.8,32.5,2014-03-24,Yes,LANE VIEW,1.0,2.0,1395619200.0
1201 822 HOMER STREET,VVWDT,325000,9.0,1.0,1.0,500.0,1999.0,15,1.0,1.0,2.3111,6.5,31.88,32.5,2014-04-06,Yes,"CITY LIGHTS AND LANDSCAPE, PEAKE A BOO OCEAN VIEW",2.0,2.0,1396742400.0
206 1889 ALBERNI STREET,VVWWE,325000,23.0,1.0,1.0,441.0,1998.0,16,0.0,1.0,1.9439,7.3696,33.88,32.5,2014-05-11,Yes,PARTIAL VIEW OF COAL HARBOUR,3.0,3.0,1399766400.0
2309 668 CITADEL PARADE,VVWDT,325000,3.0,1.0,1.0,502.0,2007.0,7,0.0,0.0,2.1873,6.4741,32.9,32.5,2014-05-24,Yes,CITY VIEW,2.0,2.0,1400889600.0
805 1177 HORNBY STREET,VVWDT,325000,44.0,1.0,1.0,672.0,1995.0,19,1.0,1.0,3.1519,4.8363,32.49,32.5,2014-06-13,Yes,OCEAN & CITY,2.0,2.0,1402617600.0
602 1315 CARDERO STREET,VVWWE,325000,12.0,1.0,1.0,600.0,1957.0,57,1.0,0.0,2.3,5.4167,30.9,32.5,2014-03-19,Yes,-,1.0,3.0,1395187200.0
416 1133 HOMER STREET,VVWYA,325000,1.0,0.0,1.0,500.0,2008.0,6,0.0,0.0,1.8735,6.5,32.9888,32.5,2014-04-09,Yes,PROTECTED HERITAGE YALETOWN VIEWS,1.0,4.0,1397001600.0
1903 1225 RICHARDS STREET,VVWDT,328000,11.0,0.0,1.0,401.0,2004.0,10,0.0,1.0,1.5512000000000001,8.1796,33.9,32.8,2014-06-06,Yes,"PARK, CITY & MOUNTAINS",2.0,2.0,1402012800.0
606 1166 MELVILLE STREET,VVWCB,330000,43.0,1.0,1.0,560.0,1997.0,16,0.0,1.0,2.0965000000000003,5.8929,34.9,33.0,2014-01-22,Yes,WATER,3.0,1.0,1390348800.0
202 1274 BARCLAY STREET,VVWWE,330000,58.0,1.0,1.0,721.0,1980.0,34,0.0,1.0,2.3068,4.577,33.99,33.0,2014-06-04,No,,-1.0,3.0,1401840000.0
705 1166 MELVILLE STREET,VVWCB,330000,86.0,1.0,1.0,583.0,1998.0,16,1.0,1.0,2.3461000000000003,5.660399999999999,35.25,33.0,2014-06-02,No,,-1.0,1.0,1401667200.0
504 933 SEYMOUR STREET,VVWDT,332000,11.0,1.0,1.0,574.0,1998.0,16,1.0,1.0,1.5922999999999998,5.784,32.99,33.2,2014-06-07,Yes,CITY,2.0,2.0,1402099200.0
905 1816 HARO STREET,VVWWE,334500,16.0,1.0,1.0,623.0,1976.0,38,1.0,1.0,3.1010000000000004,5.369199999999999,33.9,33.45,2014-06-06,Yes,MOUNTAINS,2.0,3.0,1402012800.0
214 1855 NELSON STREET,VVWWE,335000,130.0,1.0,1.0,702.0,1977.0,36,1.0,1.0,2.655,4.7721,34.5,33.5,2014-02-15,No,,-1.0,3.0,1392422400.0
3009 668 CITADEL PARADE,VVWDT,335000,20.0,1.0,1.0,502.0,2007.0,7,1.0,0.0,2.1873,6.6733,34.9,33.5,2014-03-26,Yes,"CITY, FALSE CREEK, BC PLACE",2.0,2.0,1395792000.0
218 1230 HARO STREET,VVWWE,335000,1.0,1.0,1.0,650.0,1987.0,27,1.0,1.0,3.31,5.1538,34.9,33.5,2014-01-10,,,0.0,3.0,1389312000.0
508 1003 PACIFIC STREET,VVWWE,335000,112.0,1.0,1.0,644.0,1997.0,16,0.0,1.0,2.84,5.2019,35.5,33.5,2014-01-28,No,NORTH EAST CITY LOOK OUT,-1.0,3.0,1390867200.0
605 1001 RICHARDS STREET,VVWDT,335200,5.0,1.0,1.0,515.0,2004.0,10,0.0,0.0,2.3893,6.5087,33.98,33.52,2014-01-11,,,0.0,2.0,1389398400.0
2303 668 CITADEL PARADE,VVWDT,337000,14.0,1.0,1.0,502.0,2007.0,10,0.0,0.0,2.1873,6.7131,34.9,33.7,2014-06-04,Yes,WATER [FALSE CREEK] AND CITY,2.0,2.0,1401840000.0
409 33 W PENDER STREET,VVWDT,337000,45.0,1.0,1.0,626.0,2009.0,5,0.0,1.0,3.4038999999999997,5.3834,34.9,33.7,2014-03-13,No,CITY OUTLOOK OVER W. PENDER,-1.0,2.0,1394668800.0
301 1001 RICHARDS STREET,VVWDT,337500,35.0,1.0,1.0,575.0,2004.0,10,0.0,0.0,2.688,5.8696,33.99,33.75,2014-05-06,No,,-1.0,2.0,1399334400.0
405 1169 NELSON STREET,VVWWE,338000,5.0,1.0,1.0,729.0,1980.0,34,0.0,1.0,3.7939999999999996,4.6365,33.9,33.8,2014-02-02,,,0.0,3.0,1391299200.0
115 1230 HARO STREET,VVWWE,338800,8.0,1.0,1.0,650.0,1987.0,27,1.0,1.0,3.4783999999999997,5.2123,33.88,33.88,2014-03-18,,,0.0,3.0,1395100800.0
110 1230 HARO STREET,VVWWE,339500,5.0,1.0,1.0,660.0,1987.0,27,1.0,1.0,3.5364999999999998,5.1438999999999995,34.9,33.95,2014-03-09,No,,-1.0,3.0,1394323200.0
512 1082 SEYMOUR STREET,VVWDT,339800,14.0,1.0,1.0,501.0,2006.0,8,0.0,1.0,2.2008,6.7824,33.98,33.98,2014-06-17,No,,-1.0,2.0,1402963200.0
104 1631 COMOX STREET,VVWWE,340000,13.0,2.0,1.0,667.0,1980.0,34,1.0,1.0,2.7897000000000003,5.0975,34.99,34.0,2014-03-16,No,,-1.0,3.0,1394928000.0
202 1140 PENDRELL STREET,VVWWE,340000,30.0,1.0,1.0,764.0,1977.0,37,1.0,1.0,2.4254,4.4502999999999995,35.8,34.0,2014-05-23,Yes,CITY,2.0,3.0,1400803200.0
2610 63 KEEFER PLACE,VVWDT,342000,37.0,1.0,1.0,574.0,2000.0,14,0.0,1.0,2.65,5.958200000000001,35.3888,34.2,2014-05-31,Yes,MOUNTAINS AND WATER,2.0,2.0,1401494400.0
2201 501 PACIFIC STREET,VVWDT,342000,95.0,0.0,1.0,493.0,1999.0,15,1.0,1.0,2.6782999999999997,6.9371,34.9,34.2,2014-06-24,,,0.0,2.0,1403568000.0
510 501 PACIFIC STREET,VVWDT,342000,77.0,1.0,1.0,518.0,1999.0,15,1.0,1.0,2.6342000000000003,6.6023000000000005,34.99,34.2,2014-04-14,No,-,-1.0,2.0,1397433600.0
208 1500 PENDRELL STREET,VVWWE,342000,26.0,1.0,1.0,628.0,1979.0,35,1.0,1.0,2.6216000000000004,5.4459,34.99,34.2,2014-03-15,No,,-1.0,3.0,1394841600.0
905 1740 COMOX STREET,VVWWE,342500,11.0,1.0,1.0,571.0,1976.0,38,1.0,1.0,2.9844,5.998200000000001,34.98,34.25,2014-04-12,Yes,BEAUTIFUL GARDEN AND CITY VIEWS,2.0,3.0,1397260800.0
1005 1082 SEYMOUR STREET,VVWDT,343000,0.0,1.0,1.0,501.0,2006.0,8,0.0,0.0,2.2008,6.8463,35.5,34.3,2014-02-11,No,,-1.0,2.0,1392076800.0
206 1855 NELSON STREET,VVWWE,344500,13.0,1.0,1.0,682.0,1977.0,37,1.0,0.0,2.7609,5.0513,34.8,34.45,2014-06-15,No,TREE-LINED STREET,-1.0,3.0,1402790400.0
2809 131 REGIMENT SQUARE,VVWDT,344500,12.0,1.0,1.0,502.0,2007.0,7,1.0,0.0,2.3236000000000003,6.8625,35.49,34.45,2014-05-10,Yes,"CITY, MOUNTAINS",2.0,2.0,1399680000.0
2202 928 RICHARDS STREET,VVWYA,344555,17.0,1.0,1.0,490.0,2005.0,9,1.0,1.0,2.0469,7.0317,36.49,34.4555,2014-02-20,Yes,CITY AND MOUNTAIN,2.0,4.0,1392854400.0
509 111 W GEORGIA STREET,VVWDT,344888,5.0,1.0,1.0,656.0,2007.0,7,0.0,0.0,2.8719,5.2574000000000005,34.4888,34.4888,2014-01-18,Yes,FALSE CREEK,1.0,2.0,1390003200.0
205 1325 ROLSTON STREET,VVWDT,345000,4.0,1.0,1.0,578.0,2014.0,0,0.0,0.0,2.08,5.9689,35.0,34.5,2014-04-06,,,0.0,2.0,1396742400.0
201 828 CARDERO STREET,VVWWE,345000,17.0,1.0,1.0,538.0,2003.0,11,1.0,1.0,2.0855,6.4126,35.0,34.5,2014-06-26,Yes,ATTRACTIVE TREED ST,1.0,3.0,1403740800.0
1007 933 SEYMOUR STREET,VVWDT,345000,13.0,1.0,1.0,640.0,1998.0,16,0.0,0.0,1.9988,5.390599999999999,34.9,34.5,2014-06-29,Yes,CITY VIEW,2.0,2.0,1404000000.0
706 1060 ALBERNI STREET,VVWWE,345000,6.0,1.0,1.0,651.0,1989.0,25,0.0,1.0,2.6338,5.2995,34.9,34.5,2014-05-26,Yes,CITY VIEW,2.0,3.0,1401062400.0
1104 1189 HOWE STREET,VVWDT,345000,16.0,1.0,1.0,548.0,1999.0,15,0.0,0.0,2.6776999999999997,6.295599999999999,35.99,34.5,2014-03-26,Yes,-,1.0,2.0,1395792000.0
1503 1146 HARWOOD STREET,VVWWE,345000,26.0,1.0,1.0,585.0,1974.0,40,0.0,1.0,2.6561000000000003,5.8974,34.9999,34.5,2014-03-11,Yes,WATER AND CITY,2.0,3.0,1394496000.0
1711 1283 HOWE STREET,VVWDT,345900,0.0,1.0,1.0,488.0,2017.0,0,0.0,0.0,1.8544,7.0881,34.59,34.59,2014-02-25,,,0.0,2.0,1393286400.0
317 1230 HARO STREET,VVWWE,346000,7.0,1.0,1.0,658.0,1987.0,27,1.0,1.0,3.5364999999999998,5.2584,34.8,34.6,2014-05-05,,,0.0,3.0,1399248000.0
507 602 CITADEL PARADE,VVWDT,347000,49.0,1.0,1.0,624.0,2007.0,10,0.0,0.0,2.847,5.5609,36.0,34.7,2014-02-27,,,0.0,2.0,1393459200.0
903 939 HOMER STREET,VVWYA,347000,8.0,1.0,1.0,573.0,1997.0,17,1.0,1.0,2.5824000000000003,6.0558000000000005,35.0,34.7,2014-01-20,No,,-1.0,4.0,1390176000.0
413 933 SEYMOUR STREET,VVWDT,348000,6.0,1.0,1.0,553.0,1988.0,26,0.0,0.0,1.7278,6.2928999999999995,35.9,34.8,2014-03-02,,,0.0,2.0,1393718400.0
711 1189 HOWE STREET,VVWDT,348000,13.0,1.0,1.0,606.0,1999.0,15,0.0,1.0,2.9657999999999998,5.7425999999999995,35.9,34.8,2014-04-24,,,0.0,2.0,1398297600.0
PH404 1535 NELSON STREET,VVWWE,349000,68.0,1.0,1.0,682.0,1974.0,40,1.0,1.0,3.06,5.1173,36.49,34.9,2014-06-23,,,0.0,3.0,1403481600.0
3603 233 ROBSON STREET,VVWDT,349000,134.0,1.0,1.0,496.0,2009.0,4,0.0,0.0,1.7491999999999999,7.0363,34.9,34.9,2014-02-12,Yes,CITY & SOUTHERLY,2.0,2.0,1392163200.0
1012 66 W CORDOVA STREET,VVWDT,349500,4.0,1.0,1.0,600.0,2012.0,2,1.0,0.0,2.2347,5.825,35.9,34.95,2014-06-13,Yes,VIBRANT EASTERN CITY VIEW,2.0,2.0,1402617600.0
605 63 KEEFER PLACE,VVWDT,349750,4.0,1.0,1.0,649.0,2000.0,14,0.0,1.0,3.2035,5.3891,34.99,34.975,2014-04-11,,,0.0,2.0,1397174400.0
604 1003 BURNABY STREET,VVWWE,350000,40.0,1.0,1.0,615.0,1996.0,17,1.0,1.0,3.0486,5.6911000000000005,37.3,35.0,2014-01-19,,,0.0,3.0,1390089600.0
708 588 BROUGHTON STREET,VVWCB,350000,107.0,1.0,1.0,527.0,1996.0,17,0.0,1.0,2.6129000000000002,6.6414,39.889,35.0,2014-01-02,,,0.0,1.0,1388620800.0
1505 1330 HARWOOD STREET,VVWWE,350000,162.0,1.0,1.0,620.0,1970.0,43,1.0,1.0,3.1982999999999997,5.6452,34.9,35.0,2014-03-15,Yes,"SPECTACULAR ENGLISH BAY, OCEAN & MOUNTAIN VIEWS",2.0,3.0,1394841600.0
1502 1008 CAMBIE STREET,VVWYA,350000,41.0,1.0,1.0,600.0,1997.0,16,0.0,1.0,2.8438999999999997,5.8333,35.99,35.0,2014-01-20,No,,-1.0,4.0,1390176000.0
701 501 PACIFIC STREET,VVWDT,350000,11.0,1.0,1.0,505.0,1999.0,15,1.0,1.0,2.58,6.930700000000001,35.9,35.0,2014-01-21,Yes,PARTIAL FALSE CREEK,1.0,2.0,1390262400.0
2104 1850 COMOX STREET,VVWWE,350000,13.0,1.0,1.0,582.0,1969.0,45,1.0,1.0,2.94,6.0137,35.5,35.0,2014-06-12,Yes,"OCEAN, CITY & NORTH SHORE MOUNTAINS",2.0,3.0,1402531200.0
1007 1295 RICHARDS STREET,VVWDT,352000,8.0,1.0,1.0,540.0,2003.0,11,0.0,0.0,2.0633,6.5185,34.99,35.2,2014-06-10,Yes,CITY,2.0,2.0,1402358400.0
603 1325 ROLSTON STREET,VVWDT,352800,49.0,1.0,1.0,506.0,2013.0,1,0.0,1.0,1.8386000000000002,6.972300000000001,36.88,35.28,2014-03-05,Yes,CITY VIEWS,2.0,2.0,1393977600.0
1203 1068 HORNBY STREET,VVWDT,353000,4.0,1.0,1.0,549.0,2000.0,14,0.0,1.0,2.2,6.4299,36.8,35.3,2014-01-27,Yes,"NORTH, MOUNTAINS, COURTHOUSE",2.0,2.0,1390780800.0
409 488 HELMCKEN STREET,VVWYA,355000,5.0,1.0,1.0,635.0,1995.0,19,1.0,1.0,2.7891000000000004,5.590599999999999,36.0,35.5,2014-02-23,Yes,EMERY BARNES PARK,1.0,4.0,1393113600.0
1108 939 HOMER STREET,VVWYA,355000,5.0,1.0,1.0,571.0,1997.0,17,1.0,1.0,2.5959,6.2172,36.49,35.5,2014-03-09,Yes,CITY VIEWS,2.0,4.0,1394323200.0
311 989 NELSON STREET,VVWDT,356000,10.0,2.0,1.0,668.0,1995.0,19,1.0,0.0,2.32,5.3293,37.88,35.6,2014-04-09,No,N,-1.0,2.0,1397001600.0
804 480 ROBSON STREET,VVWDT,356500,3.0,1.0,1.0,536.0,2006.0,8,1.0,0.0,2.5265,6.6511000000000005,35.8888,35.65,2014-04-12,Yes,CITY VIEWS & LIGHTS,2.0,2.0,1397260800.0
601 1723 ALBERNI STREET,VVWWE,356500,7.0,1.0,1.0,576.0,1998.0,16,1.0,1.0,2.9339,6.1892,36.59,35.65,2014-01-23,,,0.0,3.0,1390435200.0
302 1631 COMOX STREET,VVWWE,357400,32.0,1.0,1.0,698.0,1980.0,34,1.0,1.0,2.8672000000000004,5.120299999999999,35.9,35.74,2014-02-14,No,,-1.0,3.0,1392336000.0
813 933 SEYMOUR STREET,VVWDT,357500,34.0,1.0,1.0,554.0,1998.0,16,0.0,1.0,1.7616999999999998,6.453099999999999,36.49,35.75,2014-05-14,Yes,PROTECTED CITY VIEW TO THE NORTH,2.0,2.0,1400025600.0
2606 1850 COMOX STREET,VVWWE,357500,2.0,1.0,1.0,648.0,1968.0,46,1.0,1.0,3.32,5.517,37.4,35.75,2014-04-04,Yes,NW OCEAN/PARK/MOUNTAINS,2.0,3.0,1396569600.0
309 488 HELMCKEN STREET,VVWYA,358000,73.0,1.0,1.0,635.0,1995.0,19,1.0,0.0,2.7876,5.6377999999999995,37.98,35.8,2014-06-12,Yes,PARK,1.0,4.0,1402531200.0
1001 1212 HOWE STREET,VVWDT,358000,4.0,1.0,1.0,516.0,2008.0,6,1.0,1.0,2.13,6.938,36.8888,35.8,2014-04-04,Yes,"NORTHEAST, MOUNTAINS, PARK, WATER",2.0,2.0,1396569600.0
304 1688 ROBSON STREET,VVWWE,358000,38.0,1.0,1.0,539.0,2000.0,14,1.0,1.0,3.2713,6.641900000000001,38.9,35.8,2014-02-24,,,0.0,3.0,1393200000.0
1010 1212 HOWE STREET,VVWDT,358000,12.0,1.0,1.0,561.0,2008.0,6,0.0,1.0,2.31,6.3815,36.68,35.8,2014-04-22,Yes,BEAUTIFUL VIEW OF CITY & FALSE CREEK,2.0,2.0,1398124800.0
2509 928 BEATTY STREET,VVWYA,358500,118.0,1.0,1.0,508.0,2005.0,8,1.0,1.0,2.5542,7.0571,37.88,35.85,2014-01-11,Yes,CITY VIEWS,2.0,4.0,1389398400.0
806 1189 HOWE STREET,VVWDT,358500,7.0,1.0,1.0,630.0,1999.0,15,0.0,0.0,3.0810000000000004,5.690499999999999,36.8,35.85,2014-06-05,,,0.0,2.0,1401926400.0
609 550 TAYLOR STREET,VVWDT,359000,47.0,1.0,1.0,575.0,2005.0,9,1.0,1.0,2.5,6.2435,36.5,35.9,2014-03-19,Yes,AWESOME SOUTH-EASTERN VIEW SCIENCE WORLD MT BAKER,1.0,2.0,1395187200.0
607 689 ABBOTT STREET,VVWDT,359000,1.0,1.0,1.0,578.0,2009.0,5,1.0,1.0,2.1317,6.2111,35.9,35.9,2014-04-16,Yes,CITY,2.0,2.0,1397606400.0
408 1045 BURNABY STREET,VVWWE,359900,180.0,2.0,1.0,833.0,1976.0,37,1.0,1.0,3.2214,4.3205,38.99,35.99,2014-02-10,,,0.0,3.0,1391990400.0
802 602 CITADEL PARADE,VVWDT,360000,112.0,1.0,1.0,626.0,2007.0,10,0.0,1.0,2.847,5.750800000000001,37.8,36.0,2014-03-10,,,0.0,2.0,1394409600.0
1106 668 CITADEL PARADE,VVWDT,360000,57.0,1.0,1.0,536.0,2007.0,10,0.0,0.0,2.4251,6.7164,37.49,36.0,2014-06-03,Yes,"CITY, MOUNTAINS & WATER",2.0,2.0,1401753600.0
21 777 BURRARD STREET,VVWWE,360000,45.0,1.0,1.0,562.0,1914.0,99,1.0,0.0,2.1303,6.4057,36.8,36.0,2014-01-12,,,0.0,3.0,1389484800.0
1208 989 NELSON STREET,VVWDT,360000,3.0,1.0,1.0,614.0,1995.0,19,1.0,0.0,3.6313,5.863200000000001,36.8,36.0,2014-06-26,Yes,"CITY, MOUNTAIN SOME WATER",2.0,2.0,1403740800.0
1609 1212 HOWE STREET,VVWDT,360000,159.0,1.0,1.0,559.0,2008.0,5,1.0,1.0,2.3044,6.4401,36.9,36.0,2014-05-05,Yes,"180 DEGREE, CITY/MOUNTAIN",2.0,2.0,1399248000.0
903 939 EXPO BOULEVARD,VVWYA,360500,17.0,1.0,1.0,515.0,2005.0,9,0.0,0.0,2.4435,7.0,36.59,36.05,2014-03-20,Yes,CITY,2.0,4.0,1395273600.0
2704 1255 SEYMOUR STREET,VVWDT,361100,10.0,1.0,1.0,475.0,2008.0,6,1.0,1.0,1.8783,7.6021,36.9,36.11,2014-06-29,Yes,CITY AND MOUNTAIN,2.0,2.0,1404000000.0
603 1723 ALBERNI STREET,VVWWE,362000,6.0,1.0,1.0,560.0,1998.0,16,1.0,1.0,2.8251999999999997,6.4643,37.45,36.2,2014-02-04,Yes,STANLEY PARK & MOUNTAIN,2.0,3.0,1391472000.0
914 1177 HORNBY STREET,VVWDT,363700,13.0,1.0,1.0,706.0,1982.0,32,1.0,1.0,3.3188999999999997,5.151599999999999,36.77,36.37,2014-02-09,Yes,CITY & HIGHRISES,2.0,2.0,1391904000.0
1604 888 PACIFIC STREET,VVWYA,365000,19.0,1.0,1.0,595.0,1994.0,20,1.0,1.0,2.7241000000000004,6.1345,38.0,36.5,2014-04-05,Yes,CITY SCAPE & GROUSE MOUNTAIN,2.0,4.0,1396656000.0
308 1252 HORNBY STREET,VVWDT,365000,94.0,1.0,1.0,600.0,2009.0,5,0.0,1.0,2.9233,6.0833,36.9,36.5,2014-04-18,,,0.0,2.0,1397779200.0
406 969 RICHARDS STREET,VVWDT,365000,61.0,1.0,1.0,560.0,2002.0,11,1.0,1.0,2.2487,6.5179,37.5,36.5,2014-01-11,Yes,TREED COURTYARD,1.0,2.0,1389398400.0
510 1372 SEYMOUR STREET,VVWDT,365000,74.0,1.0,1.0,513.0,2013.0,0,0.0,1.0,1.6839,7.115,36.99,36.5,2014-02-17,,,0.0,2.0,1392595200.0
2606 668 CITADEL PARADE,VVWDT,365000,4.0,1.0,1.0,548.0,2007.0,7,0.0,0.0,2.4251,6.6606,36.9,36.5,2014-06-06,Yes,"SWEEPING 180 DEGREE VIEWS OF BURRARD INLET, MOUNTAINS & CITY",2.0,2.0,1402012800.0
1802 602 CITADEL PARADE,VVWDT,366000,16.0,1.0,1.0,626.0,2007.0,7,0.0,0.0,2.847,5.8466,37.5,36.6,2014-05-24,Yes,CITY VIEW,2.0,2.0,1400889600.0
1503 58 KEEFER PLACE,VVWDT,366000,6.0,1.0,1.0,584.0,2007.0,7,0.0,1.0,2.585,6.2671,36.95,36.6,2014-06-23,Yes,FALSE CREEK WATER & CITY,2.0,2.0,1403481600.0
1606 1212 HOWE STREET,VVWDT,366000,78.0,1.0,1.0,552.0,2008.0,5,0.0,1.0,2.2777000000000003,6.6304,37.48,36.6,2014-01-18,Yes,INNER CITY VIEW & SLIGHT WATER,2.0,2.0,1390003200.0
905 128 W CORDOVA STREET,VVWDT,366500,7.0,1.0,1.0,647.0,2009.0,5,0.0,1.0,3.31,5.6646,37.9,36.65,2014-03-06,Yes,URBAN CITY & COURTYARD,2.0,2.0,1394064000.0
1101 1001 HOMER STREET,VVWYA,367000,3.0,1.0,1.0,510.0,2005.0,9,0.0,1.0,2.0795,7.1961,36.99,36.7,2014-02-23,Yes,CITY,2.0,4.0,1393113600.0
1803 939 HOMER STREET,VVWYA,368000,26.0,1.0,1.0,584.0,1998.0,16,1.0,1.0,2.5824000000000003,6.3014,38.25,36.8,2014-06-17,Yes,CITY,2.0,4.0,1402963200.0
2404 1255 SEYMOUR STREET,VVWDT,368500,122.0,1.0,1.0,480.0,2008.0,5,0.0,1.0,1.8783,7.6771,36.9,36.85,2014-04-07,Yes,CITY AND CORRIDOR WATER VIEW,2.0,2.0,1396828800.0
506 969 RICHARDS STREET,VVWDT,369000,7.0,1.0,1.0,560.0,2002.0,12,1.0,1.0,2.362,6.5893,37.5,36.9,2014-04-10,Yes,COURTYARD,1.0,2.0,1397088000.0
103 1010 CHILCO STREET,VVWWE,369000,4.0,1.0,1.0,600.0,1986.0,28,1.0,1.0,2.6264,6.15,36.9,36.9,2014-05-25,,,0.0,3.0,1400976000.0
406 789 DRAKE STREET,VVWDT,369000,4.0,2.0,2.0,707.0,1991.0,23,0.0,0.0,3.39,5.2192,36.9,36.9,2014-03-28,,,0.0,2.0,1395964800.0
1709 928 BEATTY STREET,VVWYA,369000,27.0,1.0,1.0,515.0,2005.0,9,1.0,1.0,2.5542,7.165,38.549,36.9,2014-02-24,Yes,MOUNTAINS,2.0,4.0,1393200000.0
706 933 SEYMOUR STREET,VVWDT,369000,95.0,1.0,1.0,635.0,1998.0,16,1.0,0.0,1.9988,5.811,38.9,36.9,2014-06-17,Yes,CITY,2.0,2.0,1402963200.0
201 1717 HARO STREET,VVWWE,370000,2.0,1.0,1.0,647.0,1977.0,37,1.0,0.0,2.5705,5.7187,36.8,37.0,2014-04-25,,,0.0,3.0,1398384000.0
